Times,elabsed_time,test_tx,bus_id,nodeId,adc_ch,index,sub_index,adc_data,adc_data_converted,reqmsg,requestreg,respmsg,responsereg,status
2024-03-12_10:40:02,0.20935392379760742,1,0,0,3,0x2400,1,1157,0.346,1,0x600402400010000000000000,1,0x580432400010000048500000,1
2024-03-12_10:40:02,0.41645169258117676,1,0,0,4,0x2400,2,1157,0.346,1,0x600402400020000000000000,1,0x580432400020000048500000,1
2024-03-12_10:40:02,0.6223666667938232,1,0,0,5,0x2400,3,1157,0.346,1,0x600402400030000000000000,1,0x580432400030000048500000,1
2024-03-12_10:40:02,0.8281159400939941,1,0,0,6,0x2400,4,1157,0.346,1,0x600402400040000000000000,1,0x580432400040000048500000,1
2024-03-12_10:40:03,1.0354101657867432,1,0,0,7,0x2400,5,1157,0.346,1,0x600402400050000000000000,1,0x580432400050000048500000,1
2024-03-12_10:40:03,1.2402288913726807,1,0,0,8,0x2400,6,1157,0.346,1,0x600402400060000000000000,1,0x580432400060000048500000,1
2024-03-12_10:40:03,1.447890043258667,1,0,0,9,0x2400,7,1157,0.346,1,0x600402400070000000000000,1,0x580432400070000048500000,1
2024-03-12_10:40:03,1.6529407501220703,1,0,0,10,0x2400,8,1157,0.346,1,0x600402400080000000000000,1,0x580432400080000048500000,1
2024-03-12_10:40:03,1.8596603870391846,1,0,0,11,0x2400,9,1157,0.346,1,0x600402400090000000000000,1,0x580432400090000048500000,1
2024-03-12_10:40:04,2.0657637119293213,1,0,0,12,0x2400,10,1157,0.346,1,0x6004024000a0000000000000,1,0x5804324000a0000048500000,1
2024-03-12_10:40:04,2.272608757019043,1,0,0,13,0x2400,11,1157,0.346,1,0x6004024000b0000000000000,1,0x5804324000b0000048500000,1
2024-03-12_10:40:04,2.4787135124206543,1,0,0,14,0x2400,12,1157,0.346,1,0x6004024000c0000000000000,1,0x5804324000c0000048500000,1
2024-03-12_10:40:04,2.685452699661255,1,0,0,15,0x2400,13,1157,0.346,1,0x6004024000d0000000000000,1,0x5804324000d0000048500000,1
2024-03-12_10:40:04,2.8925464153289795,1,0,0,16,0x2400,14,1157,0.346,1,0x6004024000e0000000000000,1,0x5804324000e0000048500000,1
2024-03-12_10:40:05,3.097996234893799,1,0,0,17,0x2400,15,1157,0.346,1,0x6004024000f0000000000000,1,0x5804324000f0000048500000,1
2024-03-12_10:40:05,3.305318593978882,1,0,0,18,0x2400,16,1157,0.346,1,0x600402400100000000000000,1,0x580432400100000048500000,1
2024-03-12_10:40:05,3.51015305519104,1,0,0,19,0x2400,17,1157,0.346,1,0x600402400110000000000000,1,0x580432400110000048500000,1
2024-03-12_10:40:05,3.7166478633880615,1,0,0,20,0x2400,18,1157,0.346,1,0x600402400120000000000000,1,0x580432400120000048500000,1
2024-03-12_10:40:05,3.922788381576538,1,0,0,21,0x2400,19,1157,0.346,1,0x600402400130000000000000,1,0x580432400130000048500000,1
2024-03-12_10:40:06,4.1294779777526855,1,0,0,22,0x2400,20,1157,0.346,1,0x600402400140000000000000,1,0x580432400140000048500000,1
2024-03-12_10:40:06,4.335635662078857,1,0,0,23,0x2400,21,1157,0.346,1,0x600402400150000000000000,1,0x580432400150000048500000,1
