Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
2024-06-12 13:18:54,50.1,1.863,1.041,1.041
2024-06-12 13:18:57,50.2,1.862,1.041,1.040
2024-06-12 13:19:01,50.3,1.863,1.042,1.041
2024-06-12 13:19:04,50.2,1.863,1.041,1.041
2024-06-12 13:19:08,50.2,1.863,1.041,1.041
2024-06-12 13:19:11,50.2,1.863,1.042,1.041
2024-06-12 13:19:14,50.2,1.862,1.040,1.040
2024-06-12 13:19:18,50.1,1.863,1.041,1.041
2024-06-12 13:19:21,50.4,1.863,1.041,1.041
2024-06-12 13:19:24,50.3,1.863,1.040,1.041
2024-06-12 13:19:28,50.2,1.863,1.042,1.041
2024-06-12 13:19:31,50.2,1.863,1.042,1.040
2024-06-12 13:19:34,50.2,1.863,1.041,1.042
2024-06-12 13:19:38,50.2,1.864,1.041,1.041
2024-06-12 13:19:41,50.3,1.863,1.041,1.040
2024-06-12 13:19:44,50.3,1.863,1.041,1.041
2024-06-12 13:19:48,50.2,1.863,1.041,1.040
2024-06-12 13:19:51,50.1,1.862,1.041,1.040
2024-06-12 13:19:55,50.3,1.863,1.042,1.041
2024-06-12 13:19:58,50.3,1.863,1.041,1.041
2024-06-12 13:20:01,50.1,1.863,1.040,1.040
2024-06-12 13:20:05,50.2,1.862,1.041,1.040
2024-06-12 13:20:08,50.2,1.862,1.040,1.040
2024-06-12 13:20:11,50.2,1.862,1.041,1.039
2024-06-12 13:20:15,50.3,1.863,1.040,1.040
2024-06-12 13:20:18,49.8,1.862,1.040,1.039
2024-06-12 13:20:21,50.2,1.863,1.041,1.040
2024-06-12 13:20:25,50.2,1.862,1.040,1.041
2024-06-12 13:20:28,50.1,1.863,1.041,1.040
2024-06-12 13:20:31,50.1,1.862,1.041,1.040
2024-06-12 13:20:35,50.3,1.863,1.041,1.041
2024-06-12 13:20:38,50.0,1.862,1.040,1.041
2024-06-12 13:20:42,50.2,1.863,1.040,1.041
2024-06-12 13:20:45,50.2,1.863,1.040,1.040
2024-06-12 13:20:48,50.2,1.863,1.041,1.041
2024-06-12 13:20:52,50.2,1.863,1.042,1.041
2024-06-12 13:20:55,50.2,1.862,1.040,1.040
2024-06-12 13:20:58,50.1,1.863,1.040,1.041
2024-06-12 13:21:02,50.2,1.863,1.042,1.041
2024-06-12 13:21:05,50.0,1.863,1.040,1.041
2024-06-12 13:21:08,50.2,1.863,1.040,1.041
2024-06-12 13:21:12,50.3,1.863,1.041,1.041
2024-06-12 13:21:15,50.3,1.863,1.041,1.041
2024-06-12 13:21:19,50.2,1.863,1.041,1.041
2024-06-12 13:21:22,50.2,1.863,1.041,1.041
2024-06-12 13:21:25,50.2,1.861,1.040,1.040
2024-06-12 13:21:29,50.1,1.861,1.040,1.039
2024-06-12 13:21:32,50.3,1.863,1.042,1.041
2024-06-12 13:21:35,50.3,1.863,1.042,1.040
2024-06-12 13:21:39,50.2,1.863,1.041,1.040
2024-06-12 13:21:42,50.1,1.862,1.040,1.041
2024-06-12 13:21:45,50.2,1.863,1.041,1.041
2024-06-12 13:21:49,50.2,1.863,1.041,1.041
2024-06-12 13:21:52,50.2,1.862,1.040,1.040
2024-06-12 13:21:55,50.1,1.862,1.041,1.040
2024-06-12 13:21:59,50.2,1.863,1.041,1.042
2024-06-12 13:22:02,50.2,1.863,1.041,1.041
2024-06-12 13:22:06,50.2,1.863,1.041,1.040
2024-06-12 13:22:09,50.1,1.862,1.040,1.040
2024-06-12 13:22:12,50.1,1.862,1.041,1.041
2024-06-12 13:22:16,50.3,1.863,1.041,1.041
2024-06-12 13:22:19,50.2,1.863,1.041,1.041
2024-06-12 13:22:22,50.3,1.863,1.041,1.041
2024-06-12 13:22:26,50.1,1.863,1.040,1.041
2024-06-12 13:22:29,50.2,1.863,1.040,1.041
2024-06-12 13:22:32,50.1,1.863,1.041,1.041
2024-06-12 13:22:36,50.2,1.863,1.041,1.041
2024-06-12 13:22:39,50.1,1.862,1.040,1.040
2024-06-12 13:22:42,50.1,1.863,1.041,1.041
2024-06-12 13:22:46,50.1,1.862,1.040,1.040
2024-06-12 13:22:49,50.1,1.863,1.041,1.041
2024-06-12 13:22:53,50.1,1.863,1.042,1.041
2024-06-12 13:22:56,50.2,1.863,1.041,1.041
2024-06-12 13:22:59,50.0,1.862,1.040,1.040
2024-06-12 13:23:03,50.2,1.863,1.041,1.041
2024-06-12 13:23:06,50.2,1.863,1.041,1.040
2024-06-12 13:23:09,50.1,1.863,1.040,1.040
2024-06-12 13:23:13,50.2,1.863,1.041,1.041
2024-06-12 13:23:16,50.3,1.863,1.041,1.040
2024-06-12 13:23:19,50.1,1.863,1.041,1.041
2024-06-12 13:23:23,50.2,1.863,1.041,1.041
2024-06-12 13:23:26,50.2,1.862,1.041,1.041
2024-06-12 13:23:29,50.2,1.863,1.041,1.040
2024-06-12 13:23:33,50.1,1.862,1.040,1.040
0,0,0,0,End of Test
