time,test_tx,bus_id,nodeId,adc_ch,index,sub_index,adc_data,adc_data_converted,reqmsg,requestreg,respmsg,responsereg,status
98.9310040473938,1,0,0,3,0x2400,1,None,None,1,0x600402400010000000000000,1,0x6004024001a010a000000000,0
99.08506464958191,1,0,0,4,0x2400,2,None,None,1,0x600402400020000000000000,0,None,0
99.23907041549683,1,0,0,5,0x2400,3,None,None,1,0x600402400030000000000000,0,None,0
99.39330410957336,1,0,0,6,0x2400,4,None,None,1,0x600402400040000000000000,0,None,0
101.26782751083374,1,0,0,7,0x2400,5,None,None,1,0x600402400050000000000000,1,0x555aaaaaaaa01aaaaaa00000,0
103.59834504127502,1,0,0,8,0x2400,6,None,None,1,0x600402400060000000000000,1,0x555aaaaaaaa01aaaaaa00000,0
103.7033154964447,1,0,0,9,0x2400,7,655360,0.0,1,0x600402400070000000000000,1,0x60040240007010a000000000,1
103.808753490448,1,0,0,10,0x2400,8,655360,0.0,1,0x600402400080000000000000,1,0x60040240008010a000000000,1
103.91455721855164,1,0,0,11,0x2400,9,655360,0.0,1,0x600402400090000000000000,1,0x60040240009010a000000000,1
104.02023530006409,1,0,0,12,0x2400,A,655360,0.0,1,0x6004024000a0000000000000,1,0x6004024000a010a000000000,1
104.12572956085205,1,0,0,13,0x2400,B,655360,0.0,1,0x6004024000b0000000000000,1,0x6004024000b010a000000000,1
104.23175358772278,1,0,0,14,0x2400,C,655360,0.0,1,0x6004024000c0000000000000,1,0x6004024000c010a000000000,1
104.33759808540344,1,0,0,15,0x2400,D,655360,0.0,1,0x6004024000d0000000000000,1,0x6004024000d010a000000000,1
104.44344902038574,1,0,0,16,0x2400,E,655360,0.0,1,0x6004024000e0000000000000,1,0x6004024000e010a000000000,1
104.54908680915833,1,0,0,17,0x2400,F,655360,0.0,1,0x6004024000f0000000000000,1,0x6004024000f010a000000000,1
104.65523862838745,1,0,0,18,0x2400,10,655360,0.0,1,0x600402400100000000000000,1,0x60040240010010a000000000,1
104.76084065437317,1,0,0,19,0x2400,11,655360,0.0,1,0x600402400110000000000000,1,0x60040240011010a000000000,1
104.86736583709717,1,0,0,20,0x2400,12,655360,0.0,1,0x600402400120000000000000,1,0x60040240012010a000000000,1
104.97467923164368,1,0,0,21,0x2400,13,655360,0.0,1,0x600402400130000000000000,1,0x60040240013010a000000000,1
105.08043098449707,1,0,0,22,0x2400,14,655360,0.0,1,0x600402400140000000000000,1,0x60040240014010a000000000,1
