Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
2024-07-07 16:05:03,32.2,1.790,0.999,0.999
2024-07-07 16:05:07,32.2,1.789,0.998,0.998
2024-07-07 16:05:12,32.4,1.789,0.999,0.998
2024-07-07 16:05:16,32.2,1.789,0.999,0.998
2024-07-07 16:05:20,32.4,1.789,0.998,0.998
2024-07-07 16:05:25,32.2,1.789,0.999,0.998
2024-07-07 16:05:29,32.5,1.789,0.998,0.999
2024-07-07 16:05:34,32.2,1.789,0.998,0.998
2024-07-07 16:05:38,32.2,1.789,0.998,0.998
2024-07-07 16:05:43,32.1,1.789,0.998,0.999
2024-07-07 16:05:47,32.2,1.789,0.998,0.998
2024-07-07 16:05:51,32.1,1.789,0.998,0.999
2024-07-07 16:05:56,32.1,1.789,0.998,0.998
2024-07-07 16:06:00,32.2,1.789,0.998,0.998
2024-07-07 16:06:05,32.2,1.789,0.999,0.999
2024-07-07 16:06:09,32.1,1.789,1.000,0.999
2024-07-07 16:06:14,32.1,1.789,0.998,0.998
2024-07-07 16:06:18,32.1,1.789,0.998,0.998
2024-07-07 16:06:23,32.2,1.789,0.998,0.998
2024-07-07 16:06:27,32.2,1.789,0.999,0.999
2024-07-07 16:06:31,32.1,1.789,0.998,0.998
2024-07-07 16:06:36,32.4,1.789,0.999,0.999
2024-07-07 16:06:40,32.1,1.789,0.998,0.998
2024-07-07 16:06:45,32.2,1.790,0.999,0.998
2024-07-07 16:06:49,32.2,1.789,0.998,0.998
2024-07-07 16:06:54,32.2,1.789,0.998,0.998
2024-07-07 16:06:58,32.1,1.789,0.999,0.999
2024-07-07 16:07:03,32.1,1.789,0.998,0.999
2024-07-07 16:07:07,32.1,1.789,0.998,0.998
2024-07-07 16:07:11,32.0,1.789,0.999,0.998
2024-07-07 16:07:16,32.0,1.789,0.999,0.998
2024-07-07 16:07:20,32.1,1.789,0.999,0.999
2024-07-07 16:07:25,32.1,1.789,0.998,0.998
2024-07-07 16:07:29,32.0,1.789,0.998,0.998
2024-07-07 16:07:34,32.0,1.789,0.998,0.998
2024-07-07 16:07:38,32.1,1.789,0.999,0.998
2024-07-07 16:07:43,32.1,1.789,0.998,0.998
2024-07-07 16:07:47,32.0,1.789,0.998,0.998
2024-07-07 16:07:51,32.2,1.789,0.999,0.998
2024-07-07 16:07:56,32.1,1.789,0.999,0.999
2024-07-07 16:08:00,32.1,1.789,0.998,0.998
2024-07-07 16:08:05,32.2,1.789,0.999,0.999
2024-07-07 16:08:09,32.0,1.789,0.998,0.998
2024-07-07 16:08:14,32.1,1.789,0.998,0.998
2024-07-07 16:08:18,32.2,1.789,0.998,0.998
2024-07-07 16:08:23,32.1,1.789,0.998,0.999
2024-07-07 16:08:27,32.1,1.789,0.998,0.998
2024-07-07 16:08:31,32.0,1.789,0.998,0.999
2024-07-07 16:08:36,31.9,1.789,0.998,0.998
2024-07-07 16:08:40,32.0,1.789,0.998,0.998
