Times,elabsed_time,dec_code_err,dec_disp_err,dec10b_counter,rst_counter,enc10b_counter
2024-07-07_14:01:16,9.370583057403564,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:01:26,18.722947359085083,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:01:35,28.158897399902344,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:01:44,37.511165380477905,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:01:54,46.87496638298035,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:02:03,56.20525527000427,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:02:13,65.62830233573914,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:02:22,74.96750116348267,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:02:31,84.39370560646057,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:02:41,93.72035956382751,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:02:50,103.1443030834198,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:03:00,112.7469835281372,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:03:10,123.04600286483765,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:03:21,134.09358978271484,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:03:30,143.44666194915771,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:03:41,153.60857486724854,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:03:51,163.71096205711365,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:04:00,173.18128395080566,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:04:10,182.91941809654236,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:04:19,192.46210980415344,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:04:29,201.96910691261292,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:04:38,211.33413219451904,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:04:48,220.82887077331543,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:04:57,230.17994141578674,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:05:07,239.61410284042358,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:05:16,249.0954818725586,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:05:26,258.5982413291931,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:05:35,268.0845744609833,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:05:44,277.5301637649536,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:05:54,286.9422550201416,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:06:03,296.4182994365692,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:06:13,305.8620026111603,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:06:22,315.30005955696106,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:06:32,324.82028007507324,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:06:41,334.2046241760254,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:06:51,343.7295660972595,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:07:00,353.17718386650085,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:07:10,362.6586380004883,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:07:19,372.0788059234619,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:07:28,381.48373889923096,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:07:38,390.88485765457153,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:07:47,400.35042667388916,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:07:57,409.79611682891846,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:08:06,419.0748620033264,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:08:16,428.63900208473206,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:08:25,438.0575382709503,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:08:34,447.5355281829834,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:08:44,456.999085187912,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:08:53,466.48213291168213,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:09:03,475.8245098590851,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:09:12,485.22735953330994,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:09:22,494.72248125076294,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:09:31,504.2427866458893,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:09:41,513.7407619953156,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:09:50,523.2405292987823,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:10:00,532.7474963665009,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:10:09,542.2290439605713,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:10:19,551.6240837574005,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:10:28,561.0795469284058,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:10:38,570.5791158676147,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:10:47,580.0883965492249,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:10:56,589.5168070793152,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:11:06,598.9642305374146,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:11:15,608.3950448036194,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:11:25,617.7792861461639,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:11:34,627.3200311660767,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:11:44,636.8478136062622,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:11:53,646.2018134593964,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:12:03,655.6926033496857,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:12:12,665.1951313018799,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:12:22,674.6867461204529,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:12:31,684.2105326652527,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:12:41,693.6722321510315,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:12:50,703.150128364563,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:12:59,712.5558943748474,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:13:09,721.9505851268768,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:13:18,731.4009664058685,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:13:28,740.9208076000214,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:13:37,750.3506190776825,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:13:47,759.7805969715118,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:13:56,769.1039671897888,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:14:05,778.5528659820557,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:14:15,788.0645759105682,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:14:24,797.5225546360016,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:14:34,807.022803068161,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:14:43,816.5121319293976,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:14:53,825.9776780605316,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:15:02,835.4591066837311,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:15:12,844.9454510211945,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:15:21,854.4256157875061,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:15:31,863.8019275665283,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:15:40,873.2791500091553,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:15:50,882.711852312088,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:15:59,892.2217533588409,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:16:09,901.6223728656769,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:16:18,911.0544338226318,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:16:27,920.378853559494,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:16:37,929.9767715930939,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:16:46,939.4534482955933,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:16:56,948.9187731742859,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:17:05,958.3425259590149,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:17:15,967.7680511474609,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:17:24,977.3234386444092,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:17:34,986.8550109863281,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:17:43,996.3858439922333,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:17:53,1006.0091586112976,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:18:02,1015.4978449344635,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:18:12,1024.8754069805145,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:18:21,1034.2352106571198,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:18:31,1043.7536082267761,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:18:40,1053.1718473434448,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:18:50,1062.5900568962097,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:18:59,1072.1401040554047,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:19:08,1081.4661765098572,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:19:18,1090.7363104820251,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:19:27,1100.1929605007172,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:19:37,1109.6432211399078,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:19:46,1119.1009023189545,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:19:55,1128.4596621990204,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:20:05,1137.8729100227356,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:20:14,1147.3826179504395,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:20:24,1156.900554895401,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:20:33,1166.2789981365204,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:20:43,1175.8030614852905,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:20:52,1185.2882843017578,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:21:02,1194.8039734363556,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:21:11,1204.2314603328705,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:21:21,1213.6530838012695,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:21:30,1223.1957845687866,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:21:40,1232.587879896164,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:21:49,1242.0568764209747,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:21:58,1251.488715171814,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:22:08,1260.9763345718384,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:22:17,1270.4246499538422,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:22:27,1279.8910920619965,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:22:36,1289.3857953548431,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:22:46,1298.829517364502,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:22:55,1308.2991664409637,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:23:05,1317.774451971054,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:23:14,1327.1118414402008,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:23:23,1336.54199051857,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:23:33,1345.9707567691803,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:23:43,1355.5720703601837,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:23:52,1364.9314413070679,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:24:01,1374.453046798706,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:24:11,1383.8210144042969,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:24:20,1393.2225816249847,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:24:30,1402.6512973308563,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:24:39,1412.0608143806458,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:24:49,1421.5889422893524,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:24:58,1431.0270128250122,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:25:07,1440.480618238449,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:25:17,1449.8934025764465,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:25:26,1459.3474652767181,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:25:36,1468.8208978176117,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:25:45,1478.3248767852783,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:25:55,1487.682635307312,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:26:04,1497.0416414737701,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:26:14,1506.5642685890198,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:26:23,1516.1040089130402,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:26:32,1525.5033576488495,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:26:42,1534.8888456821442,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:26:51,1544.3311321735382,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:27:01,1553.8085136413574,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:27:10,1563.299877166748,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:27:20,1572.8263103961945,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:27:29,1582.2394070625305,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:27:39,1591.6503450870514,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:27:48,1601.039108991623,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:27:57,1610.5399408340454,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:28:07,1619.9509267807007,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:28:16,1629.3571486473083,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:28:26,1638.8265824317932,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:28:35,1648.3314895629883,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:28:45,1657.786343574524,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:28:54,1667.3590891361237,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:29:04,1676.8416948318481,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:29:13,1686.2456667423248,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:29:23,1695.6189618110657,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:29:32,1705.0411052703857,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:29:41,1714.5289106369019,0.0,0.0,151.0,0.0,152.0
2024-07-07_14:29:51,1723.9353103637695,0.0,0.0,183.0,0.0,184.0
2024-07-07_14:30:00,1733.4462237358093,0.0,0.0,215.0,0.0,216.0
2024-07-07_14:30:10,1742.8876938819885,0.0,0.0,247.0,0.0,248.0
2024-07-07_14:30:19,1752.250262260437,0.0,0.0,23.0,0.0,24.0
2024-07-07_14:30:29,1761.669363975525,0.0,0.0,55.0,0.0,56.0
2024-07-07_14:30:38,1770.9965353012085,0.0,0.0,87.0,0.0,88.0
2024-07-07_14:30:47,1780.5014612674713,0.0,0.0,119.0,0.0,120.0
2024-07-07_14:30:57,1789.8805680274963,0.0,0.0,151.0,0.0,152.0
