Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
1970-01-01 01:00:00,49.8,1.863,1.041,1.040
2024-06-12 12:09:25,49.8,1.861,1.040,1.039
2024-06-12 12:09:26,50.0,1.862,1.041,1.041
2024-06-12 12:09:28,50.1,1.862,1.041,1.040
2024-06-12 12:09:29,49.8,1.863,1.041,1.041
2024-06-12 12:09:30,49.8,1.862,1.040,1.039
2024-06-12 12:09:32,50.0,1.863,1.041,1.042
2024-06-12 12:09:33,50.0,1.863,1.041,1.040
2024-06-12 12:09:34,49.7,1.862,1.041,1.040
2024-06-12 12:09:36,50.0,1.862,1.041,1.040
2024-06-12 12:09:37,50.0,1.863,1.041,1.041
2024-06-12 12:09:38,49.7,1.862,1.040,1.040
2024-06-12 12:09:40,50.0,1.863,1.040,1.040
2024-06-12 12:09:41,50.1,1.862,1.040,1.040
2024-06-12 12:09:42,50.0,1.863,1.041,1.041
2024-06-12 12:09:44,50.0,1.863,1.040,1.041
2024-06-12 12:09:45,50.0,1.863,1.041,1.040
2024-06-12 12:09:46,50.1,1.863,1.041,1.040
2024-06-12 12:09:48,50.1,1.862,1.040,1.040
2024-06-12 12:09:49,50.1,1.863,1.041,1.040
2024-06-12 12:09:51,50.2,1.863,1.042,1.041
2024-06-12 12:09:52,50.0,1.863,1.041,1.041
2024-06-12 12:09:53,50.1,1.863,1.041,1.040
2024-06-12 12:09:55,50.0,1.862,1.041,1.040
2024-06-12 12:09:56,49.8,1.862,1.041,1.040
2024-06-12 12:09:57,49.7,1.862,1.041,1.040
2024-06-12 12:09:59,49.8,1.863,1.040,1.040
2024-06-12 12:10:00,49.8,1.862,1.040,1.040
2024-06-12 12:10:01,50.0,1.863,1.041,1.041
2024-06-12 12:10:03,49.8,1.863,1.040,1.041
2024-06-12 12:10:04,50.0,1.863,1.041,1.040
2024-06-12 12:10:05,49.8,1.862,1.039,1.040
2024-06-12 12:10:07,50.0,1.863,1.041,1.041
2024-06-12 12:10:08,50.0,1.863,1.042,1.041
2024-06-12 12:10:09,50.0,1.863,1.041,1.041
2024-06-12 12:10:11,50.1,1.863,1.041,1.042
2024-06-12 12:10:12,50.0,1.862,1.041,1.041
2024-06-12 12:10:13,49.8,1.863,1.041,1.040
2024-06-12 12:10:15,50.0,1.863,1.041,1.041
2024-06-12 12:10:16,50.0,1.862,1.040,1.040
2024-06-12 12:10:18,50.1,1.863,1.041,1.041
2024-06-12 12:10:19,50.1,1.863,1.041,1.041
2024-06-12 12:10:20,49.7,1.863,1.041,1.040
2024-06-12 12:10:22,50.0,1.863,1.041,1.041
2024-06-12 12:10:23,50.0,1.863,1.041,1.040
2024-06-12 12:10:24,50.0,1.863,1.041,1.041
2024-06-12 12:10:26,49.7,1.863,1.041,1.040
2024-06-12 12:10:27,50.2,1.863,1.041,1.040
2024-06-12 12:10:28,50.1,1.863,1.041,1.041
2024-06-12 12:10:30,50.0,1.863,1.041,1.041
2024-06-12 12:10:31,50.0,1.863,1.041,1.041
2024-06-12 12:10:32,50.0,1.863,1.041,1.040
2024-06-12 12:10:34,50.0,1.863,1.042,1.041
