Times,elabsed_time,test_tx,bus_id,nodeId,adc_ch,index,sub_index,adc_data,adc_data_converted,reqmsg,requestreg,respmsg,responsereg,status
2024-03-16_14:33:43,0.21265554428100586,1,0,0,3,0x2400,1,1157,0.346,1,0x600402400010000000000000,1,0x580432400010000048500000,1
2024-03-16_14:33:43,0.41998910903930664,1,0,0,4,0x2400,2,1157,0.346,1,0x600402400020000000000000,1,0x580432400020000048500000,1
2024-03-16_14:33:43,0.6282241344451904,1,0,0,5,0x2400,3,1157,0.346,1,0x600402400030000000000000,1,0x580432400030000048500000,1
2024-03-16_14:33:43,0.8347654342651367,1,0,0,6,0x2400,4,1157,0.346,1,0x600402400040000000000000,1,0x580432400040000048500000,1
2024-03-16_14:33:44,1.043229103088379,1,0,0,7,0x2400,5,1157,0.346,1,0x600402400050000000000000,1,0x580432400050000048500000,1
2024-03-16_14:33:44,1.2492692470550537,1,0,0,8,0x2400,6,1157,0.346,1,0x600402400060000000000000,1,0x580432400060000048500000,1
2024-03-16_14:33:44,1.458244800567627,1,0,0,9,0x2400,7,1157,0.346,1,0x600402400070000000000000,1,0x580432400070000048500000,1
2024-03-16_14:33:44,1.6642000675201416,1,0,0,10,0x2400,8,1157,0.346,1,0x600402400080000000000000,1,0x580432400080000048500000,1
2024-03-16_14:33:44,1.8726420402526855,1,0,0,11,0x2400,9,1157,0.346,1,0x600402400090000000000000,1,0x580432400090000048500000,1
2024-03-16_14:33:45,2.0788357257843018,1,0,0,12,0x2400,10,1157,0.346,1,0x6004024000a0000000000000,1,0x5804324000a0000048500000,1
2024-03-16_14:33:45,2.2876174449920654,1,0,0,13,0x2400,11,1157,0.346,1,0x6004024000b0000000000000,1,0x5804324000b0000048500000,1
2024-03-16_14:33:45,2.493741035461426,1,0,0,14,0x2400,12,1157,0.346,1,0x6004024000c0000000000000,1,0x5804324000c0000048500000,1
2024-03-16_14:33:45,2.701674699783325,1,0,0,15,0x2400,13,1157,0.346,1,0x6004024000d0000000000000,1,0x5804324000d0000048500000,1
2024-03-16_14:33:45,2.9083809852600098,1,0,0,16,0x2400,14,1157,0.346,1,0x6004024000e0000000000000,1,0x5804324000e0000048500000,1
2024-03-16_14:33:46,3.116298198699951,1,0,0,17,0x2400,15,1157,0.346,1,0x6004024000f0000000000000,1,0x5804324000f0000048500000,1
2024-03-16_14:33:46,3.3236095905303955,1,0,0,18,0x2400,16,1157,0.346,1,0x600402400100000000000000,1,0x580432400100000048500000,1
2024-03-16_14:33:46,3.531318426132202,1,0,0,19,0x2400,17,1157,0.346,1,0x600402400110000000000000,1,0x580432400110000048500000,1
2024-03-16_14:33:46,3.738511562347412,1,0,0,20,0x2400,18,1157,0.346,1,0x600402400120000000000000,1,0x580432400120000048500000,1
2024-03-16_14:33:47,3.9465115070343018,1,0,0,21,0x2400,19,1157,0.346,1,0x600402400130000000000000,1,0x580432400130000048500000,1
2024-03-16_14:33:47,4.153770685195923,1,0,0,22,0x2400,20,1157,0.346,1,0x600402400140000000000000,1,0x580432400140000048500000,1
2024-03-16_14:33:47,4.361630201339722,1,0,0,23,0x2400,21,1157,0.346,1,0x600402400150000000000000,1,0x580432400150000048500000,1
2024-03-16_14:33:47,4.569598197937012,1,0,0,24,0x2400,22,1157,0.346,1,0x600402400160000000000000,1,0x580432400160000048500000,1
2024-03-16_14:33:47,4.777533054351807,1,0,0,25,0x2400,23,1157,0.346,1,0x600402400170000000000000,1,0x580432400170000048500000,1
2024-03-16_14:33:48,4.985028028488159,1,0,0,26,0x2400,24,1157,0.346,1,0x600402400180000000000000,1,0x580432400180000048500000,1
2024-03-16_14:33:48,5.192134380340576,1,0,0,27,0x2400,25,1157,0.346,1,0x600402400190000000000000,1,0x580432400190000048500000,1
2024-03-16_14:33:48,5.399545192718506,1,0,0,28,0x2400,26,1157,0.346,1,0x6004024001a0000000000000,1,0x5804324001a0000048500000,1
2024-03-16_14:33:48,5.606249094009399,1,0,0,29,0x2400,27,1157,0.346,1,0x6004024001b0000000000000,1,0x5804324001b0000048500000,1
2024-03-16_14:33:48,5.814615488052368,1,0,0,30,0x2400,28,1157,0.346,1,0x6004024001c0000000000000,1,0x5804324001c0000048500000,1
