Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
2024-08-03 10:34:41,36.5,1.793,1.055,1.030
2024-08-03 10:34:46,36.2,1.793,1.019,1.036
2024-08-03 10:34:50,35.8,1.794,1.033,0.997
2024-08-03 10:34:55,36.2,1.792,1.050,1.043
2024-08-03 10:34:59,36.1,1.794,1.018,1.028
2024-08-03 10:35:03,36.2,1.795,1.017,1.002
2024-08-03 10:35:08,36.8,1.794,1.048,1.040
2024-08-03 10:35:12,36.4,1.794,0.997,1.010
2024-08-03 10:35:17,36.3,1.795,1.000,1.015
2024-08-03 10:35:21,35.7,1.794,1.028,0.992
2024-08-03 10:35:25,36.2,1.794,1.005,1.016
2024-08-03 10:35:30,36.5,1.795,1.003,1.012
2024-08-03 10:35:34,35.9,1.793,1.042,1.044
2024-08-03 10:35:39,36.4,1.794,1.010,1.020
2024-08-03 10:35:43,36.5,1.795,1.022,1.033
2024-08-03 10:35:48,35.9,1.792,1.039,0.993
2024-08-03 10:35:52,36.7,1.795,0.998,1.005
2024-08-03 10:35:56,37.4,1.795,0.998,1.009
2024-08-03 10:36:01,36.2,1.793,1.007,1.015
2024-08-03 10:36:05,36.4,1.795,1.042,0.992
2024-08-03 10:36:10,36.2,1.795,1.014,0.997
2024-08-03 10:36:14,36.4,1.794,1.029,0.995
2024-08-03 10:36:19,36.3,1.791,1.017,1.023
2024-08-03 10:36:23,36.4,1.794,1.033,0.993
2024-08-03 10:36:27,35.6,1.794,1.008,1.003
2024-08-03 10:36:32,36.9,1.794,1.005,1.007
2024-08-03 10:36:36,35.9,1.792,1.036,0.991
2024-08-03 10:36:41,36.4,1.793,1.014,1.031
2024-08-03 10:36:45,35.9,1.795,1.032,1.044
2024-08-03 10:36:50,36.3,1.795,1.022,1.033
2024-08-03 10:36:54,36.3,1.795,1.022,0.995
2024-08-03 10:36:58,36.2,1.796,1.037,1.006
2024-08-03 10:37:03,36.1,1.794,1.029,1.054
2024-08-03 10:37:07,36.7,1.794,1.039,0.997
2024-08-03 10:37:12,35.9,1.795,1.022,1.042
2024-08-03 10:37:16,36.4,1.794,1.003,1.017
2024-08-03 10:37:21,36.3,1.794,1.018,1.025
2024-08-03 10:37:25,36.7,1.793,0.992,1.005
2024-08-03 10:37:29,36.7,1.794,1.033,0.999
2024-08-03 10:37:34,36.2,1.794,1.001,1.011
2024-08-03 10:37:38,36.2,1.794,1.028,1.050
2024-08-03 10:37:43,36.2,1.795,1.020,1.033
2024-08-03 10:37:47,35.7,1.792,1.021,1.000
2024-08-03 10:37:51,35.6,1.793,1.011,1.025
2024-08-03 10:37:56,36.4,1.796,0.995,1.007
2024-08-03 10:38:00,35.8,1.792,1.031,1.014
2024-08-03 10:38:05,36.3,1.793,1.020,1.035
2024-08-03 10:38:09,36.3,1.793,1.033,1.048
2024-08-03 10:38:14,36.2,1.795,1.032,0.997
2024-08-03 10:38:18,36.3,1.797,1.047,1.026
2024-08-03 10:38:22,36.7,1.795,1.020,0.997
2024-08-03 10:38:27,36.2,1.794,1.011,1.022
2024-08-03 10:38:31,36.1,1.794,1.052,1.036
2024-08-03 10:38:36,36.2,1.794,1.031,1.041
2024-08-03 10:38:40,35.7,1.794,1.014,1.029
2024-08-03 10:38:44,36.1,1.793,0.995,1.003
2024-08-03 10:38:49,36.4,1.794,1.046,1.042
2024-08-03 10:38:53,35.9,1.794,1.050,1.041
2024-08-03 10:38:58,36.3,1.794,1.007,1.020
2024-08-03 10:39:02,35.8,1.794,1.000,1.013
2024-08-03 10:39:07,36.3,1.796,1.022,1.048
2024-08-03 10:39:11,36.1,1.794,1.040,1.039
2024-08-03 10:39:15,35.7,1.795,1.046,1.026
2024-08-03 10:39:20,36.5,1.797,1.025,1.036
2024-08-03 10:39:24,36.3,1.795,1.017,1.003
2024-08-03 10:39:29,36.9,1.797,1.010,1.023
2024-08-03 10:39:33,36.3,1.794,1.014,1.029
2024-08-03 10:39:38,35.9,1.795,1.032,1.050
2024-08-03 10:39:42,35.7,1.794,1.016,1.031
2024-08-03 10:39:46,36.4,1.797,1.019,1.034
2024-08-03 10:39:51,36.1,1.796,1.038,1.031
2024-08-03 10:39:55,36.3,1.794,1.032,1.053
2024-08-03 10:40:00,36.5,1.797,1.040,0.999
2024-08-03 10:40:04,35.9,1.794,1.029,1.049
2024-08-03 10:40:09,36.2,1.794,1.006,1.020
2024-08-03 10:40:13,35.3,1.797,1.013,1.025
2024-08-03 10:40:17,36.7,1.794,1.028,1.053
2024-08-03 10:40:22,36.1,1.794,1.043,1.036
2024-08-03 10:40:26,36.3,1.794,1.038,1.020
2024-08-03 10:40:31,36.3,1.794,1.050,1.044
2024-08-03 10:40:35,35.7,1.794,0.998,1.001
2024-08-03 10:40:39,35.9,1.795,1.044,1.019
2024-08-03 10:40:44,36.2,1.794,1.020,1.033
2024-08-03 10:40:48,35.9,1.796,1.012,1.028
2024-08-03 10:40:53,36.7,1.794,1.009,1.021
2024-08-03 10:40:57,36.5,1.795,1.011,1.004
2024-08-03 10:41:02,36.4,1.794,1.022,1.033
2024-08-03 10:41:06,36.4,1.794,1.003,1.014
2024-08-03 10:41:10,36.3,1.795,1.007,1.013
2024-08-03 10:41:15,36.4,1.794,1.024,1.054
2024-08-03 10:41:19,36.5,1.794,1.016,1.025
2024-08-03 10:41:24,36.1,1.794,1.053,1.045
2024-08-03 10:41:28,36.4,1.794,1.009,1.018
2024-08-03 10:41:32,36.3,1.795,1.036,0.995
2024-08-03 10:41:37,36.2,1.794,1.011,1.000
2024-08-03 10:41:41,35.9,1.794,1.047,1.040
2024-08-03 10:41:46,36.3,1.795,1.025,1.036
2024-08-03 10:41:50,36.1,1.794,1.021,1.031
2024-08-03 10:41:55,35.6,1.795,1.043,1.036
2024-08-03 10:41:59,35.9,1.792,1.034,1.020
2024-08-03 10:42:03,36.5,1.794,1.000,1.014
2024-08-03 10:42:08,35.9,1.796,1.036,1.047
2024-08-03 10:42:12,36.3,1.793,1.017,0.998
2024-08-03 10:42:17,35.3,1.794,1.046,1.042
2024-08-03 10:42:21,35.7,1.794,1.001,1.010
2024-08-03 10:42:26,35.9,1.795,1.047,1.023
2024-08-03 10:42:30,35.8,1.794,0.997,1.011
2024-08-03 10:42:34,36.8,1.794,1.015,1.026
2024-08-03 10:42:39,36.1,1.796,1.028,1.050
2024-08-03 10:42:43,36.7,1.797,1.002,1.015
2024-08-03 10:42:48,36.1,1.794,1.026,1.042
2024-08-03 10:42:52,36.2,1.794,1.033,1.043
2024-08-03 10:42:57,36.1,1.793,1.013,1.000
2024-08-03 10:43:01,36.2,1.794,1.011,1.025
2024-08-03 10:43:05,35.7,1.795,1.025,1.042
2024-08-03 10:43:10,35.9,1.795,1.002,1.009
2024-08-03 10:43:14,35.8,1.794,1.008,1.017
2024-08-03 10:43:19,36.8,1.799,0.998,1.009
2024-08-03 10:43:23,36.3,1.797,1.025,1.040
2024-08-03 10:43:27,35.7,1.795,1.039,1.047
2024-08-03 10:43:32,36.2,1.794,1.033,0.993
2024-08-03 10:43:36,35.7,1.794,1.014,1.021
2024-08-03 10:43:41,36.4,1.797,1.042,1.000
2024-08-03 10:43:45,36.2,1.795,1.041,1.040
2024-08-03 10:43:50,36.1,1.794,1.047,1.033
2024-08-03 10:43:54,35.7,1.795,1.015,1.002
2024-08-03 10:43:58,36.4,1.796,1.050,1.046
2024-08-03 10:44:03,35.8,1.796,1.050,1.031
2024-08-03 10:44:07,35.7,1.797,0.998,1.007
2024-08-03 10:44:12,35.4,1.793,1.048,1.050
2024-08-03 10:44:16,35.7,1.796,0.992,1.003
2024-08-03 10:44:20,35.6,1.794,1.020,1.030
2024-08-03 10:44:25,36.1,1.793,1.005,1.003
2024-08-03 10:44:29,36.2,1.797,1.035,1.025
2024-08-03 10:44:34,35.7,1.795,1.006,1.019
2024-08-03 10:44:38,36.2,1.794,1.021,1.042
2024-08-03 10:44:43,35.7,1.794,1.022,1.036
2024-08-03 10:44:47,35.8,1.794,1.026,1.039
2024-08-03 10:44:51,35.3,1.795,1.016,1.025
2024-08-03 10:44:56,35.8,1.794,1.041,1.030
2024-08-03 10:45:00,36.5,1.794,1.023,1.033
2024-08-03 10:45:05,35.9,1.793,1.048,1.027
2024-08-03 10:45:09,35.9,1.794,0.995,1.006
2024-08-03 10:45:13,35.4,1.795,1.033,1.020
2024-08-03 10:45:18,36.1,1.795,1.050,1.039
2024-08-03 10:45:22,36.1,1.796,1.042,1.042
2024-08-03 10:45:27,35.7,1.796,1.035,1.025
2024-08-03 10:45:31,35.8,1.794,1.031,0.997
2024-08-03 10:45:36,35.8,1.795,1.016,1.032
2024-08-03 10:45:40,35.8,1.796,1.003,1.009
2024-08-03 10:45:44,35.7,1.794,1.015,1.003
2024-08-03 10:45:49,35.8,1.794,1.031,0.992
2024-08-03 10:45:53,35.7,1.794,1.031,0.995
2024-08-03 10:45:58,35.8,1.795,1.000,1.016
2024-08-03 10:46:02,36.2,1.792,1.009,0.996
2024-08-03 10:46:06,36.2,1.797,1.033,1.053
2024-08-03 10:46:11,36.5,1.797,0.998,1.006
2024-08-03 10:46:15,35.8,1.794,1.009,1.016
2024-08-03 10:46:20,35.8,1.796,1.031,1.053
2024-08-03 10:46:24,35.7,1.794,1.038,0.998
2024-08-03 10:46:29,35.9,1.794,1.009,1.003
2024-08-03 10:46:33,36.4,1.794,1.009,1.004
2024-08-03 10:46:37,35.8,1.795,1.020,0.995
2024-08-03 10:46:42,36.3,1.795,1.017,1.031
2024-08-03 10:46:46,35.8,1.791,1.022,1.046
2024-08-03 10:46:51,35.8,1.795,1.006,0.998
2024-08-03 10:46:55,34.9,1.794,1.016,1.030
2024-08-03 10:46:59,36.4,1.795,1.003,1.008
2024-08-03 10:47:04,35.8,1.795,1.002,1.007
2024-08-03 10:47:08,36.4,1.794,1.003,1.017
2024-08-03 10:47:13,35.9,1.796,1.003,1.003
2024-08-03 10:47:17,36.1,1.794,0.996,1.005
2024-08-03 10:47:21,35.8,1.794,1.009,0.995
