time,test_tx,bus_id,nodeId,adc_ch,index,sub_index,adc_data,adc_data_converted,reqmsg,requestreg,respmsg,responsereg,status
40.49041795730591,1,1,0,3,0x2400,1,None,None,1,0x600402400010100000000000,1,0x700050000000100000000000,0
40.77603769302368,1,1,0,4,0x2400,2,76,0.0185546875,1,0x600402400020100000000000,1,0x580432400020100004c00000,1
41.05577373504639,1,1,0,5,0x2400,3,0,0.0,1,0x600402400030100000000000,1,0x580432400030100000000000,1
41.33491539955139,1,1,0,6,0x2400,4,13,0.003173828125,1,0x600402400040100000000000,1,0x580432400040100000d00000,1
41.62091875076294,1,1,0,7,0x2400,5,28,0.0068359375,1,0x600402400050100000000000,1,0x580432400050100001c00000,1
41.90556740760803,1,1,0,8,0x2400,6,3,0.000732421875,1,0x600402400060100000000000,1,0x580432400060100000300000,1
42.18962240219116,1,1,0,9,0x2400,7,11,0.002685546875,1,0x600402400070100000000000,1,0x580432400070100000b00000,1
42.47538185119629,1,1,0,10,0x2400,8,51,0.012451171875,1,0x600402400080100000000000,1,0x580432400080100003300000,1
42.76121783256531,1,1,0,11,0x2400,9,12,0.0029296875,1,0x600402400090100000000000,1,0x580432400090100000c00000,1
43.04296875,1,1,0,12,0x2400,A,12,0.0029296875,1,0x6004024000a0100000000000,1,0x5804324000a0100000c00000,1
43.3197922706604,1,1,0,13,0x2400,B,15,0.003662109375,1,0x6004024000b0100000000000,1,0x5804324000b0100000f00000,1
43.60370635986328,1,1,0,14,0x2400,C,12,0.0029296875,1,0x6004024000c0100000000000,1,0x5804324000c0100000c00000,1
43.889719009399414,1,1,0,15,0x2400,D,12,0.0029296875,1,0x6004024000d0100000000000,1,0x5804324000d0100000c00000,1
44.17670035362244,1,1,0,16,0x2400,E,11,0.002685546875,1,0x6004024000e0100000000000,1,0x5804324000e0100000b00000,1
44.462456464767456,1,1,0,17,0x2400,F,18,0.00439453125,1,0x6004024000f0100000000000,1,0x5804324000f0100001200000,1
44.748284101486206,1,1,0,18,0x2400,10,32,0.0078125,1,0x600402400100100000000000,1,0x580432400100100002000000,1
45.034172773361206,1,1,0,19,0x2400,11,51,0.012451171875,1,0x600402400110100000000000,1,0x580432400110100003300000,1
45.32004714012146,1,1,0,20,0x2400,12,11,0.002685546875,1,0x600402400120100000000000,1,0x580432400120100000b00000,1
45.59981918334961,1,1,0,21,0x2400,13,66,0.01611328125,1,0x600402400130100000000000,1,0x580432400130100004200000,1
45.87799096107483,1,1,0,22,0x2400,14,3,0.000732421875,1,0x600402400140100000000000,1,0x580432400140100000300000,1
46.163814067840576,1,1,0,23,0x2400,15,65,0.015869140625,1,0x600402400150100000000000,1,0x580432400150100004100000,1
46.44988989830017,1,1,0,24,0x2400,16,3,0.000732421875,1,0x600402400160100000000000,1,0x580432400160100000300000,1
