Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
2024-06-12 13:10:36,50.7,1.863,1.042,1.041
2024-06-12 13:10:40,50.6,1.864,1.041,1.041
2024-06-12 13:10:43,50.3,1.863,1.040,1.042
2024-06-12 13:10:46,50.4,1.863,1.041,1.040
2024-06-12 13:10:50,50.6,1.863,1.042,1.041
2024-06-12 13:10:53,50.3,1.863,1.041,1.040
2024-06-12 13:10:56,50.4,1.863,1.042,1.042
2024-06-12 13:11:00,50.3,1.863,1.041,1.041
2024-06-12 13:11:03,50.4,1.863,1.041,1.041
2024-06-12 13:11:06,50.4,1.863,1.042,1.041
2024-06-12 13:11:10,50.3,1.863,1.041,1.041
2024-06-12 13:11:13,50.3,1.863,1.041,1.041
2024-06-12 13:11:16,50.3,1.863,1.042,1.042
2024-06-12 13:11:20,50.3,1.863,1.040,1.042
2024-06-12 13:11:23,50.4,1.863,1.041,1.041
2024-06-12 13:11:27,50.6,1.863,1.042,1.042
2024-06-12 13:11:30,50.4,1.864,1.041,1.041
2024-06-12 13:11:33,50.3,1.863,1.041,1.041
2024-06-12 13:11:37,50.4,1.863,1.041,1.042
2024-06-12 13:11:40,50.3,1.863,1.042,1.041
2024-06-12 13:11:43,50.3,1.863,1.041,1.041
2024-06-12 13:11:47,50.4,1.863,1.041,1.040
2024-06-12 13:11:50,50.4,1.863,1.041,1.041
2024-06-12 13:11:53,50.3,1.863,1.042,1.042
2024-06-12 13:11:57,50.3,1.863,1.042,1.041
2024-06-12 13:12:00,50.4,1.863,1.042,1.041
2024-06-12 13:12:03,50.3,1.863,1.042,1.041
2024-06-12 13:12:07,50.3,1.863,1.041,1.041
0,0,0,0,End of Test
