Times,elabsed_time,test_tx,bus_id,nodeId,adc_ch,index,sub_index,adc_data,adc_data_converted,reqmsg,requestreg,respmsg,responsereg,status
2024-03-11_15:08:42,0.3066370487213135,1,0,0,3,0x2400,1,None,None,1,0x600402400010000000000000,0,None,0
2024-03-11_15:08:42,0.6116006374359131,1,0,0,4,0x2400,2,None,None,1,0x600402400020000000000000,0,None,0
2024-03-11_15:08:42,0.9178087711334229,1,0,0,5,0x2400,3,None,None,1,0x600402400030000000000000,0,None,0
2024-03-11_15:08:43,1.2217910289764404,1,0,0,6,0x2400,4,None,None,1,0x600402400040000000000000,0,None,0
2024-03-11_15:08:43,1.529026746749878,1,0,0,7,0x2400,5,None,None,1,0x600402400050000000000000,0,None,0
2024-03-11_15:08:43,1.8330414295196533,1,0,0,8,0x2400,6,None,None,1,0x600402400060000000000000,0,None,0
2024-03-11_15:08:44,2.138601064682007,1,0,0,9,0x2400,7,None,None,1,0x600402400070000000000000,0,None,0
2024-03-11_15:08:44,2.443296194076538,1,0,0,10,0x2400,8,None,None,1,0x600402400080000000000000,0,None,0
2024-03-11_15:08:44,2.748706340789795,1,0,0,11,0x2400,9,None,None,1,0x600402400090000000000000,0,None,0
2024-03-11_15:08:45,3.0534355640411377,1,0,0,12,0x2400,10,None,None,1,0x6004024000a0000000000000,0,None,0
2024-03-11_15:08:45,3.358710765838623,1,0,0,13,0x2400,11,None,None,1,0x6004024000b0000000000000,0,None,0
2024-03-11_15:08:45,3.6645684242248535,1,0,0,14,0x2400,12,None,None,1,0x6004024000c0000000000000,0,None,0
2024-03-11_15:08:45,3.9695186614990234,1,0,0,15,0x2400,13,None,None,1,0x6004024000d0000000000000,0,None,0
2024-03-11_15:08:46,4.274596214294434,1,0,0,16,0x2400,14,None,None,1,0x6004024000e0000000000000,0,None,0
2024-03-11_15:08:46,4.579738140106201,1,0,0,17,0x2400,15,None,None,1,0x6004024000f0000000000000,0,None,0
2024-03-11_15:08:46,4.885891914367676,1,0,0,18,0x2400,16,None,None,1,0x600402400100000000000000,0,None,0
2024-03-11_15:08:47,5.189847230911255,1,0,0,19,0x2400,17,None,None,1,0x600402400110000000000000,0,None,0
2024-03-11_15:08:47,5.496006488800049,1,0,0,20,0x2400,18,None,None,1,0x600402400120000000000000,0,None,0
2024-03-11_15:08:47,5.799935817718506,1,0,0,21,0x2400,19,None,None,1,0x600402400130000000000000,0,None,0
2024-03-11_15:08:48,6.106133937835693,1,0,0,22,0x2400,20,None,None,1,0x600402400140000000000000,0,None,0
2024-03-11_15:08:48,6.4113450050354,1,0,0,23,0x2400,21,None,None,1,0x600402400150000000000000,0,None,0
2024-03-11_15:08:48,6.716802358627319,1,0,0,24,0x2400,22,None,None,1,0x600402400160000000000000,0,None,0
2024-03-11_15:08:49,7.021425008773804,1,0,0,25,0x2400,23,None,None,1,0x600402400170000000000000,0,None,0
2024-03-11_15:08:49,7.326737880706787,1,0,0,26,0x2400,24,None,None,1,0x600402400180000000000000,0,None,0
2024-03-11_15:08:49,7.632634401321411,1,0,0,27,0x2400,25,None,None,1,0x600402400190000000000000,0,None,0
2024-03-11_15:08:49,7.9376795291900635,1,0,0,28,0x2400,26,None,None,1,0x6004024001a0000000000000,0,None,0
2024-03-11_15:08:50,8.242758512496948,1,0,0,29,0x2400,27,None,None,1,0x6004024001b0000000000000,0,None,0
2024-03-11_15:08:50,8.547794103622437,1,0,0,30,0x2400,28,None,None,1,0x6004024001c0000000000000,0,None,0
2024-03-11_15:08:50,8.853875637054443,1,0,0,31,0x2400,29,None,None,1,0x6004024001d0000000000000,0,None,0
2024-03-11_15:08:51,9.157831907272339,1,0,0,32,0x2400,30,None,None,1,0x6004024001e0000000000000,0,None,0
2024-03-11_15:08:51,9.465140581130981,1,0,0,33,0x2400,31,None,None,1,0x6004024001f0000000000000,0,None,0
2024-03-11_15:08:51,9.769183874130249,1,0,0,34,0x2400,32,None,None,1,0x600402400200000000000000,0,None,0
