Times,elabsed_time,dec_code_err,dec_disp_err,dec10b_counter,rst_counter,enc10b_counter
2024-07-07_15:34:00,13.280709743499756,55.0,239.0,71.0,1.0,193.0
2024-07-07_15:34:11,24.442773818969727,33.0,38.0,77.0,2.0,225.0
2024-07-07_15:34:21,33.63341021537781,33.0,38.0,109.0,2.0,1.0
2024-07-07_15:34:30,43.039183139801025,33.0,38.0,141.0,2.0,33.0
2024-07-07_15:34:39,52.44108176231384,33.0,38.0,173.0,2.0,65.0
2024-07-07_15:34:49,61.851282835006714,33.0,38.0,205.0,2.0,97.0
2024-07-07_15:34:58,71.2551920413971,33.0,38.0,237.0,2.0,129.0
2024-07-07_15:35:08,80.59965395927429,33.0,38.0,13.0,2.0,161.0
2024-07-07_15:35:17,90.11296248435974,33.0,38.0,45.0,2.0,193.0
2024-07-07_15:35:26,99.51778531074524,33.0,38.0,77.0,2.0,225.0
2024-07-07_15:35:36,108.86410593986511,33.0,38.0,109.0,2.0,1.0
2024-07-07_15:35:45,118.32215523719788,33.0,38.0,141.0,2.0,33.0
2024-07-07_15:35:55,127.77017641067505,33.0,38.0,173.0,2.0,65.0
2024-07-07_15:36:04,137.1491060256958,33.0,38.0,205.0,2.0,97.0
2024-07-07_15:36:14,146.5542757511139,33.0,38.0,237.0,2.0,129.0
2024-07-07_15:36:23,155.92287921905518,33.0,38.0,13.0,2.0,161.0
2024-07-07_15:36:32,165.3143961429596,33.0,38.0,45.0,2.0,193.0
2024-07-07_15:36:42,174.82790899276733,33.0,38.0,77.0,2.0,225.0
2024-07-07_15:36:51,184.27849411964417,33.0,38.0,109.0,2.0,1.0
2024-07-07_15:37:02,194.823659658432,33.0,38.0,170.0,2.0,33.0
2024-07-07_15:37:14,207.09002923965454,207.0,19.0,190.0,2.0,65.0
2024-07-07_15:38:32,285.1404252052307,207.0,19.0,212.0,3.0,97.0
2024-07-07_15:41:35,468.1668417453766,207.0,19.0,205.0,3.0,129.0
2024-07-07_15:44:37,650.1196129322052,80.0,6.0,88.0,4.0,161.0
2024-07-07_15:46:21,754.0121076107025,80.0,6.0,120.0,4.0,193.0
2024-07-07_15:46:32,765.1854152679443,115.0,103.0,123.0,4.0,225.0
2024-07-07_15:46:43,776.2317667007446,120.0,49.0,123.0,4.0,1.0
2024-07-07_15:46:54,787.4110684394836,132.0,161.0,123.0,4.0,33.0
2024-07-07_15:47:05,798.3581433296204,32.0,31.0,123.0,4.0,65.0
2024-07-07_15:47:16,809.3103849887848,180.0,246.0,123.0,4.0,97.0
2024-07-07_15:47:28,820.5828142166138,117.0,93.0,123.0,4.0,129.0
2024-07-07_15:47:39,831.8417797088623,77.0,111.0,123.0,4.0,161.0
2024-07-07_15:47:50,842.8656010627747,94.0,194.0,123.0,4.0,193.0
2024-07-07_15:48:01,853.956827878952,101.0,174.0,123.0,4.0,225.0
2024-07-07_15:48:15,868.4631481170654,222.0,45.0,123.0,4.0,1.0
2024-07-07_15:48:30,883.2835712432861,149.0,194.0,128.0,5.0,33.0
2024-07-07_15:49:00,912.9696922302246,149.0,194.0,160.0,5.0,65.0
2024-07-07_15:49:10,922.6170814037323,149.0,8.0,192.0,5.0,97.0
2024-07-07_15:49:19,931.9227683544159,149.0,48.0,224.0,5.0,129.0
2024-07-07_15:49:59,972.0726442337036,149.0,93.0,0.0,5.0,161.0
2024-07-07_15:50:24,996.9477152824402,149.0,168.0,32.0,5.0,193.0
2024-07-07_15:50:49,1021.6668903827667,149.0,228.0,64.0,5.0,225.0
2024-07-07_15:51:14,1046.5392475128174,149.0,7.0,96.0,5.0,1.0
2024-07-07_15:51:24,1057.1033782958984,149.0,57.0,128.0,5.0,33.0
2024-07-07_15:51:41,1074.1316838264465,40.0,184.0,141.0,5.0,65.0
2024-07-07_15:51:51,1083.5760147571564,40.0,184.0,170.0,6.0,97.0
2024-07-07_15:52:00,1093.035792350769,40.0,184.0,202.0,6.0,129.0
2024-07-07_15:52:09,1102.4109416007996,40.0,184.0,234.0,6.0,161.0
2024-07-07_15:52:19,1111.8668701648712,40.0,184.0,10.0,6.0,193.0
2024-07-07_15:52:28,1121.289836883545,40.0,184.0,42.0,6.0,225.0
2024-07-07_15:52:38,1130.6968207359314,40.0,184.0,74.0,6.0,1.0
2024-07-07_15:52:47,1140.157100200653,40.0,184.0,106.0,6.0,33.0
2024-07-07_15:52:57,1149.6488349437714,40.0,184.0,138.0,6.0,65.0
2024-07-07_15:53:06,1158.876338481903,40.0,184.0,170.0,6.0,97.0
2024-07-07_15:53:15,1168.220967054367,40.0,184.0,202.0,6.0,129.0
2024-07-07_15:53:25,1177.7254972457886,40.0,184.0,234.0,6.0,161.0
2024-07-07_15:53:34,1187.052686214447,40.0,184.0,10.0,6.0,193.0
2024-07-07_15:53:43,1196.43488240242,40.0,184.0,42.0,6.0,225.0
2024-07-07_15:53:53,1205.9742970466614,40.0,184.0,74.0,6.0,1.0
2024-07-07_15:54:02,1215.4070763587952,40.0,184.0,106.0,6.0,33.0
2024-07-07_15:54:12,1224.8837695121765,40.0,184.0,138.0,6.0,65.0
2024-07-07_15:54:21,1234.2422397136688,40.0,184.0,170.0,6.0,97.0
2024-07-07_15:33:47,1241.5917966365814,None,None,None,None,End of Test
