Times,elabsed_time,dec_code_err,dec_disp_err,dec10b_counter,rst_counter,enc10b_counter
2024-07-07_16:04:56,9.425654172897339,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:05:06,18.9001247882843,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:05:15,28.37698984146118,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:05:25,37.838669300079346,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:05:34,47.26963758468628,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:05:44,56.76779389381409,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:05:53,66.14848327636719,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:06:03,75.60383820533752,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:06:12,85.04095935821533,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:06:22,94.48666572570801,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:06:31,103.89532566070557,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:06:40,113.31931638717651,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:06:50,122.81903576850891,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:06:59,132.35252857208252,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:07:09,141.82605051994324,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:07:18,151.27691793441772,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:07:28,160.6485195159912,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:07:37,170.1059308052063,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:07:47,179.50105261802673,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:07:56,188.9499795436859,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:08:05,198.32973718643188,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:08:15,207.63264393806458,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:08:24,217.03063082695007,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:08:34,226.49107813835144,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:08:43,235.8877329826355,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:08:52,245.3711006641388,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:09:02,254.84114623069763,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:09:11,264.3909270763397,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:09:21,273.76901412010193,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:09:30,283.17383766174316,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:09:40,292.57771730422974,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:09:49,302.15246748924255,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:09:59,311.6301591396332,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:10:08,321.1268448829651,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:10:18,330.632604598999,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:10:27,340.07707357406616,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:10:37,349.55626940727234,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:10:46,358.9091157913208,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:10:55,368.3919630050659,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:11:05,377.85425186157227,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:11:14,387.3000078201294,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:11:24,396.6921145915985,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:11:33,406.08101296424866,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:11:43,415.5531144142151,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:11:52,424.997367143631,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:12:01,434.434942483902,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:12:11,443.8020203113556,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:12:20,453.3175594806671,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:12:30,462.8512363433838,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:12:39,472.27171087265015,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:12:49,481.78658866882324,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:12:58,491.26999020576477,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:13:08,500.81626892089844,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:13:17,510.2317407131195,108.0,110.0,125.0,7.0,47.0
2024-07-07_16:13:27,519.6621761322021,108.0,110.0,157.0,7.0,79.0
2024-07-07_16:13:36,529.1053133010864,108.0,110.0,189.0,7.0,111.0
2024-07-07_16:13:46,538.5276663303375,108.0,110.0,221.0,7.0,143.0
2024-07-07_16:13:55,548.0014653205872,108.0,110.0,253.0,7.0,175.0
2024-07-07_16:14:05,557.5072333812714,108.0,110.0,29.0,7.0,207.0
2024-07-07_16:14:14,566.9483683109283,108.0,110.0,61.0,7.0,239.0
2024-07-07_16:14:23,576.4524118900299,108.0,110.0,93.0,7.0,15.0
2024-07-07_16:14:33,585.8842611312866,108.0,110.0,125.0,7.0,47.0
