Times,elabsed_time,dec_code_err,dec_disp_err,dec10b_counter,rst_counter,enc10b_counter
2024-07-07_16:04:56,9.425654172897339,0.0,188.0,5.0,10.0,0.0
2024-07-07_16:05:06,18.9001247882843,0.0,188.0,5.0,10.0,32.0
2024-07-07_16:05:15,28.37698984146118,0.0,188.0,5.0,10.0,64.0
2024-07-07_16:05:25,37.838669300079346,0.0,188.0,5.0,10.0,96.0
2024-07-07_16:05:34,47.26963758468628,0.0,188.0,5.0,10.0,128.0
2024-07-07_16:05:44,56.76779389381409,0.0,188.0,5.0,10.0,160.0
2024-07-07_16:05:53,66.14848327636719,0.0,188.0,5.0,10.0,192.0
2024-07-07_16:06:03,75.60383820533752,0.0,188.0,5.0,10.0,223.0
2024-07-07_16:06:12,85.04095935821533,0.0,188.0,5.0,10.0,255.0
2024-07-07_16:06:22,94.48666572570801,0.0,188.0,5.0,10.0,31.0
2024-07-07_16:06:31,103.89532566070557,0.0,188.0,5.0,10.0,63.0
2024-07-07_16:06:40,113.31931638717651,0.0,188.0,5.0,10.0,95.0
2024-07-07_16:06:50,122.81903576850891,0.0,188.0,5.0,10.0,127.0
2024-07-07_16:06:59,132.35252857208252,0.0,188.0,5.0,10.0,159.0
2024-07-07_16:07:09,141.82605051994324,0.0,188.0,5.0,10.0,191.0
2024-07-07_16:07:18,151.27691793441772,0.0,188.0,5.0,10.0,223.0
2024-07-07_16:07:28,160.6485195159912,0.0,188.0,5.0,10.0,255.0
2024-07-07_16:07:37,170.1059308052063,0.0,188.0,5.0,10.0,31.0
2024-07-07_16:07:47,179.50105261802673,0.0,188.0,5.0,10.0,63.0
2024-07-07_16:07:56,188.9499795436859,0.0,188.0,5.0,10.0,95.0
2024-07-07_16:08:05,198.32973718643188,0.0,188.0,5.0,10.0,127.0
2024-07-07_16:08:15,207.63264393806458,0.0,188.0,5.0,10.0,158.0
2024-07-07_16:08:24,217.03063082695007,0.0,188.0,5.0,10.0,190.0
2024-07-07_16:08:34,226.49107813835144,0.0,188.0,5.0,10.0,222.0
2024-07-07_16:08:43,235.8877329826355,0.0,188.0,5.0,10.0,254.0
2024-07-07_16:08:52,245.3711006641388,0.0,188.0,5.0,10.0,30.0
2024-07-07_16:09:02,254.84114623069763,0.0,188.0,5.0,10.0,62.0
2024-07-07_16:09:11,264.3909270763397,0.0,188.0,5.0,10.0,93.0
2024-07-07_16:09:21,273.76901412010193,0.0,188.0,5.0,10.0,125.0
2024-07-07_16:09:30,283.17383766174316,0.0,188.0,5.0,10.0,157.0
2024-07-07_16:09:40,292.57771730422974,0.0,188.0,5.0,10.0,189.0
2024-07-07_16:09:49,302.15246748924255,0.0,188.0,5.0,10.0,221.0
2024-07-07_16:09:59,311.6301591396332,0.0,188.0,5.0,10.0,253.0
2024-07-07_16:10:08,321.1268448829651,0.0,188.0,5.0,10.0,29.0
2024-07-07_16:10:18,330.632604598999,0.0,188.0,5.0,10.0,61.0
2024-07-07_16:10:27,340.07707357406616,0.0,188.0,5.0,10.0,93.0
2024-07-07_16:10:37,349.55626940727234,0.0,188.0,5.0,10.0,125.0
2024-07-07_16:10:46,358.9091157913208,0.0,188.0,5.0,10.0,157.0
2024-07-07_16:10:55,368.3919630050659,0.0,188.0,5.0,10.0,189.0
2024-07-07_16:11:05,377.85425186157227,0.0,188.0,5.0,10.0,221.0
2024-07-07_16:11:14,387.3000078201294,0.0,188.0,5.0,10.0,253.0
2024-07-07_16:11:24,396.6921145915985,0.0,188.0,5.0,10.0,28.0
2024-07-07_16:11:33,406.08101296424866,0.0,188.0,5.0,10.0,58.0
2024-07-07_16:11:43,415.5531144142151,0.0,188.0,5.0,10.0,90.0
2024-07-07_16:11:52,424.997367143631,0.0,188.0,5.0,10.0,122.0
2024-07-07_16:12:01,434.434942483902,0.0,188.0,5.0,10.0,150.0
2024-07-07_16:12:11,443.8020203113556,0.0,188.0,5.0,10.0,185.0
2024-07-07_16:12:20,453.3175594806671,0.0,188.0,5.0,10.0,217.0
2024-07-07_16:12:30,462.8512363433838,0.0,188.0,5.0,10.0,247.0
2024-07-07_16:12:39,472.27171087265015,0.0,188.0,5.0,10.0,23.0
2024-07-07_16:12:49,481.78658866882324,0.0,188.0,5.0,10.0,22.0
2024-07-07_16:12:58,491.26999020576477,0.0,188.0,5.0,10.0,53.0
2024-07-07_16:13:08,500.81626892089844,0.0,188.0,5.0,10.0,85.0
2024-07-07_16:13:17,510.2317407131195,0.0,188.0,5.0,10.0,117.0
2024-07-07_16:13:27,519.6621761322021,0.0,188.0,5.0,10.0,149.0
2024-07-07_16:13:36,529.1053133010864,0.0,188.0,5.0,10.0,181.0
2024-07-07_16:13:46,538.5276663303375,0.0,188.0,5.0,10.0,212.0
2024-07-07_16:13:55,548.0014653205872,0.0,188.0,5.0,10.0,244.0
2024-07-07_16:14:05,557.5072333812714,0.0,188.0,5.0,10.0,20.0
2024-07-07_16:14:14,566.9483683109283,0.0,188.0,5.0,10.0,52.0
2024-07-07_16:14:23,576.4524118900299,0.0,188.0,5.0,10.0,84.0
2024-07-07_16:14:33,585.8842611312866,0.0,188.0,5.0,10.0,116.0
2024-07-07_16:14:42,595.344437122345,0.0,188.0,5.0,10.0,148.0
2024-07-07_16:14:52,604.7393782138824,0.0,188.0,5.0,10.0,180.0
2024-07-07_16:15:01,614.1921136379242,0.0,188.0,5.0,10.0,212.0
2024-07-07_16:15:11,623.5748949050903,0.0,188.0,5.0,10.0,244.0
2024-07-07_16:15:20,632.9965307712555,0.0,188.0,5.0,10.0,20.0
