Times,elabsed_time,dec_code_err,dec_disp_err,dec10b_counter,rst_counter,enc10b_counter
2024-07-07_18:14:00,9.236427783966064,5.0,10.0,0.0,0.0,5.0
2024-07-07_18:14:09,18.713159322738647,5.0,10.0,32.0,0.0,37.0
2024-07-07_18:14:19,28.049403429031372,5.0,10.0,64.0,0.0,69.0
2024-07-07_18:14:28,37.57901859283447,5.0,10.0,96.0,0.0,103.0
2024-07-07_18:14:38,46.88579082489014,5.0,10.0,128.0,0.0,135.0
2024-07-07_18:14:47,56.311445236206055,5.0,10.0,160.0,0.0,168.0
2024-07-07_18:14:56,65.67849612236023,5.0,10.0,192.0,0.0,201.0
2024-07-07_18:15:06,75.00869941711426,5.0,10.0,224.0,0.0,233.0
2024-07-07_18:15:15,84.31366014480591,5.0,10.0,0.0,0.0,6.0
2024-07-07_18:15:24,93.65330576896667,5.0,10.0,32.0,0.0,39.0
2024-07-07_18:15:34,103.0212721824646,5.0,10.0,64.0,0.0,71.0
2024-07-07_18:15:43,112.47803664207458,5.0,10.0,95.0,0.0,104.0
2024-07-07_18:15:54,123.42097091674805,5.0,10.0,127.0,0.0,136.0
2024-07-07_18:16:30,159.15362548828125,5.0,10.0,0.0,0.0,4.0
2024-07-07_18:16:39,168.20039463043213,5.0,10.0,31.0,0.0,36.0
2024-07-07_18:16:48,177.3749783039093,5.0,10.0,61.0,0.0,85.0
2024-07-07_18:16:57,186.715158700943,5.0,10.0,61.0,0.0,117.0
2024-07-07_18:17:07,196.03234434127808,5.0,10.0,93.0,0.0,149.0
2024-07-07_18:17:16,205.3682243824005,5.0,10.0,124.0,0.0,181.0
2024-07-07_18:17:25,214.59829211235046,5.0,10.0,156.0,0.0,213.0
2024-07-07_18:17:35,223.97006726264954,5.0,10.0,188.0,0.0,245.0
2024-07-07_18:17:44,233.2724573612213,5.0,10.0,220.0,0.0,21.0
2024-07-07_18:17:53,242.54199314117432,5.0,10.0,252.0,0.0,53.0
2024-07-07_18:18:02,251.67986392974854,5.0,10.0,28.0,0.0,86.0
2024-07-07_18:18:12,261.04456520080566,5.0,10.0,60.0,0.0,122.0
2024-07-07_18:18:21,270.2725336551666,5.0,10.0,92.0,0.0,154.0
2024-07-07_18:18:30,279.428662776947,5.0,10.0,124.0,0.0,187.0
2024-07-07_18:18:39,288.7121126651764,5.0,10.0,156.0,0.0,219.0
2024-07-07_18:18:49,298.00351667404175,5.0,10.0,156.0,0.0,252.0
2024-07-07_18:18:58,307.364554643631,5.0,10.0,188.0,0.0,25.0
2024-07-07_18:19:07,316.72048234939575,5.0,10.0,220.0,0.0,59.0
2024-07-07_18:19:17,326.0054829120636,5.0,10.0,252.0,0.0,91.0
2024-07-07_18:19:26,335.272358417511,5.0,10.0,28.0,0.0,124.0
2024-07-07_18:19:35,344.65413522720337,5.0,10.0,60.0,0.0,156.0
2024-07-07_18:19:45,354.01016426086426,5.0,10.0,92.0,0.0,188.0
2024-07-07_18:19:54,363.29844975471497,5.0,10.0,124.0,0.0,217.0
2024-07-07_18:20:03,372.65778732299805,5.0,30.0,156.0,0.0,248.0
2024-07-07_18:20:13,382.0715985298157,5.0,70.0,188.0,0.0,23.0
2024-07-07_18:20:22,391.3688931465149,5.0,110.0,220.0,0.0,50.0
2024-07-07_18:20:33,402.19583654403687,5.0,130.0,252.0,0.0,81.0
2024-07-07_18:20:49,418.2912640571594,0.0,0.0,0.0,0.0,4.0
2024-07-07_18:21:00,429.2212162017822,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:21:11,439.9709458351135,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:21:22,450.8233811855316,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:21:32,461.6871016025543,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:21:43,472.65909790992737,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:21:54,483.5070903301239,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:22:05,494.35138630867004,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:22:16,505.0924346446991,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:22:27,515.9270617961884,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:22:38,526.9332015514374,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:22:50,539.3469536304474,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:01,550.5771226882935,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:13,562.5488419532776,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:25,573.824779510498,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:36,585.4678163528442,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:47,596.5105714797974,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:23:58,607.6327064037323,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:24:09,618.4242503643036,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:24:20,629.252435207367,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:24:31,640.2502341270447,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:24:46,654.8168981075287,0.0,0.0,0.0,0.0,4.0
2024-07-07_18:24:57,666.2315258979797,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:25:08,677.3756904602051,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:25:21,690.0267467498779,0.0,0.0,0.0,0.0,5.0
2024-07-07_18:25:32,701.2625789642334,188.0,5.0,5.0,20.0,0.0
2024-07-07_18:25:42,710.869282245636,188.0,5.0,5.0,51.0,0.0
2024-07-07_18:25:51,720.258133649826,188.0,5.0,5.0,83.0,0.0
2024-07-07_18:26:00,729.506671667099,188.0,5.0,5.0,115.0,0.0
2024-07-07_18:26:10,739.1165149211884,188.0,5.0,5.0,147.0,0.0
2024-07-07_18:26:19,748.3921201229095,188.0,5.0,5.0,179.0,0.0
2024-07-07_18:26:28,757.0623381137848,188.0,5.0,5.0,211.0,0.0
2024-07-07_18:13:51,765.0967919826508,None,None,None,None,End of Test
