Times,TEMPERATURE,VCCAUX,VCCBRAM,VCCINT 
2024-07-07 19:03:09,32.0,1.791,1.000,0.999
2024-07-07 19:03:14,32.1,1.791,1.000,0.999
2024-07-07 19:03:18,32.1,1.791,1.000,0.999
2024-07-07 19:03:22,32.1,1.791,0.999,0.999
2024-07-07 19:03:27,31.9,1.790,0.999,0.999
2024-07-07 19:03:31,32.1,1.791,1.000,1.000
2024-07-07 19:03:36,32.1,1.790,0.999,0.999
2024-07-07 19:03:40,32.0,1.792,1.000,0.999
2024-07-07 19:03:45,32.2,1.791,1.000,1.000
2024-07-07 19:03:49,32.2,1.791,1.000,0.999
2024-07-07 19:03:54,32.2,1.790,1.000,0.999
2024-07-07 19:03:58,32.1,1.791,1.000,1.000
2024-07-07 19:04:03,31.9,1.791,1.000,1.000
2024-07-07 19:04:07,32.1,1.791,0.999,1.000
2024-07-07 19:04:11,32.0,1.790,0.999,0.999
2024-07-07 19:04:16,32.0,1.790,0.999,0.998
2024-07-07 19:04:20,32.1,1.791,1.000,1.000
2024-07-07 19:04:25,32.0,1.791,0.999,0.999
2024-07-07 19:04:29,32.0,1.790,0.999,0.999
2024-07-07 19:04:34,31.9,1.790,1.000,0.999
2024-07-07 19:04:38,32.1,1.791,1.000,1.000
2024-07-07 19:04:43,32.0,1.791,1.000,0.999
2024-07-07 19:04:47,31.9,1.790,0.999,0.999
2024-07-07 19:04:52,32.0,1.791,1.000,0.999
2024-07-07 19:04:56,32.2,1.791,0.999,1.000
2024-07-07 19:05:01,32.0,1.791,0.999,0.999
2024-07-07 19:05:05,32.0,1.790,0.999,0.999
2024-07-07 19:05:10,32.0,1.791,1.000,1.000
2024-07-07 19:05:14,32.1,1.790,0.999,0.998
2024-07-07 19:05:19,32.1,1.791,0.999,1.000
2024-07-07 19:05:23,32.0,1.789,0.999,0.999
2024-07-07 19:05:28,31.9,1.790,1.000,0.999
2024-07-07 19:05:32,31.9,1.789,1.000,0.999
2024-07-07 19:05:36,32.0,1.790,0.999,0.999
2024-07-07 19:05:41,32.0,1.790,0.999,0.999
0,0,0,0,End of Test
